time,symbol,side,entry_price,mark_price,position_amt,unrealized_pnl,roe_pct
2026-03-25 13:00:18,ARIAUSDT,空,0.313160,0.294950,95.0000,1.7300,17.44
2026-03-25 13:00:18,FLOWUSDT,多,0.031780,0.031765,944.0000,-0.0143,-0.14
2026-03-25 13:00:18,GASUSDT,空,1.698000,1.606675,17.6000,1.6073,16.14
2026-03-25 13:00:18,BRUSDT,空,0.172580,0.152840,173.0000,3.4150,34.31
2026-03-25 13:00:18,VVVUSDT,空,6.484000,6.516983,4.6200,-0.1524,-1.53
2026-03-25 13:00:18,SIRENUSDT,多,1.157160,1.789469,25.0000,15.8077,163.93
2026-03-25 13:00:18,CYSUSDT,多,0.580900,0.569700,51.0000,-0.5712,-5.78
2026-03-25 13:00:18,JTOUSDT,多,0.319300,0.366700,93.0000,4.4082,44.53
2026-03-25 13:00:18,TRIAUSDT,多,0.035690,0.033140,840.0000,-2.1420,-21.43
2026-03-25 13:00:18,BASUSDT,空,0.011787,0.011280,2545.0000,1.2915,12.92
2026-03-25 13:00:18,ONTUSDT,空,0.069400,0.063310,432.2000,2.6321,26.33
2026-03-25 13:00:18,OPNUSDT,多,0.217200,0.210968,138.0000,-0.8600,-8.61
2026-03-25 13:00:18,DUSKUSDT,空,0.125320,0.124814,239.0000,0.1209,1.21
2026-03-25 13:06:53,HUMAUSDT,空,0.019900,0.019713,1507.0000,0.2818,2.82
2026-03-25 13:06:53,TAOUSDT,空,337.300000,335.820000,0.0880,0.1302,1.32
2026-03-25 13:06:53,KATUSDT,多,0.010890,0.011013,2754.0000,0.3386,3.39
2026-03-25 13:06:53,MAGMAUSDT,空,0.137600,0.125560,218.0000,2.6247,26.25
2026-03-25 13:06:53,BEATUSDT,多,0.621200,0.627021,48.0000,0.2794,2.81
2026-03-25 13:06:53,JCTUSDT,多,0.002845,0.002874,10534.0000,0.3064,3.07
2026-03-25 13:06:53,BANANAS31USDT,多,0.014006,0.014234,2141.0000,0.4892,4.89
2026-03-25 13:06:53,ARIAUSDT,空,0.313160,0.296559,95.0000,1.5771,15.90
2026-03-25 13:06:53,FLOWUSDT,多,0.031780,0.031810,944.0000,0.0281,0.28
2026-03-25 13:06:53,GASUSDT,空,1.698000,1.608367,17.6000,1.5775,15.84
2026-03-25 13:06:53,BRUSDT,空,0.172580,0.156064,173.0000,2.8573,28.71
2026-03-25 13:06:53,VVVUSDT,空,6.484000,6.534637,4.6200,-0.2339,-2.34
2026-03-25 13:06:53,SIRENUSDT,多,1.157160,1.763689,25.0000,15.1632,157.25
2026-03-25 13:06:53,CYSUSDT,多,0.580900,0.582500,51.0000,0.0816,0.83
2026-03-25 13:06:53,JTOUSDT,多,0.319300,0.358600,93.0000,3.6549,36.92
2026-03-25 13:06:53,TRIAUSDT,多,0.035690,0.032870,840.0000,-2.3688,-23.70
2026-03-25 13:06:53,BASUSDT,空,0.011787,0.011418,2545.0000,0.9403,9.40
2026-03-25 13:06:53,ONTUSDT,空,0.069400,0.063406,432.2000,2.5908,25.91
2026-03-25 13:06:53,OPNUSDT,多,0.217200,0.209600,138.0000,-1.0488,-10.50
2026-03-25 13:06:53,DUSKUSDT,空,0.125320,0.123251,239.0000,0.4946,4.95
2026-03-25 14:00:08,HUMAUSDT,空,0.019900,0.019815,1507.0000,0.1281,1.28
2026-03-25 14:00:08,TAOUSDT,空,337.300000,337.630000,0.0880,-0.0290,-0.29
2026-03-25 14:00:08,KATUSDT,多,0.010890,0.010960,2754.0000,0.1928,1.93
2026-03-25 14:00:08,MAGMAUSDT,空,0.137600,0.124750,218.0000,2.8013,28.02
2026-03-25 14:00:08,BEATUSDT,多,0.621200,0.625871,48.0000,0.2242,2.26
2026-03-25 14:00:08,JCTUSDT,多,0.002845,0.002874,10534.0000,0.3083,3.09
2026-03-25 14:00:08,BANANAS31USDT,多,0.014006,0.014461,2141.0000,0.9745,9.75
2026-03-25 14:00:08,ARIAUSDT,空,0.313160,0.300584,95.0000,1.1948,12.05
2026-03-25 14:00:08,FLOWUSDT,多,0.031780,0.031999,944.0000,0.2067,2.07
2026-03-25 14:00:08,GASUSDT,空,1.698000,1.606832,17.6000,1.6046,16.11
2026-03-25 14:00:08,BRUSDT,空,0.172580,0.151394,173.0000,3.6652,36.83
2026-03-25 14:00:08,VVVUSDT,空,6.484000,6.424000,4.6200,0.2772,2.78
2026-03-25 14:00:08,SIRENUSDT,多,1.157160,1.910000,25.0000,18.8210,195.18
2026-03-25 14:00:08,CYSUSDT,多,0.580900,0.572500,51.0000,-0.4284,-4.34
2026-03-25 14:00:08,JTOUSDT,多,0.319300,0.362600,93.0000,4.0269,40.68
2026-03-25 14:00:08,TRIAUSDT,多,0.035690,0.032568,840.0000,-2.6222,-26.24
2026-03-25 14:00:08,BASUSDT,空,0.011787,0.011430,2545.0000,0.9092,9.09
2026-03-25 14:00:08,ONTUSDT,空,0.069400,0.064800,432.2000,1.9881,19.88
2026-03-25 14:00:08,OPNUSDT,多,0.217200,0.206060,138.0000,-1.5373,-15.39
2026-03-25 14:00:08,DUSKUSDT,空,0.125320,0.120861,239.0000,1.0657,10.67
